epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,87.8281,0.51537,0.42012,0.90496,0.99908,1,0.995,0.90203,0.47705,0.29199,0.90824,0.0009308,0.0009308,0.0009308
29,90.8827,0.49375,0.37895,0.87942,0.99905,1,0.995,0.89549,0.48635,0.30481,0.91918,0.0008912,0.0008912,0.0008912
30,93.9507,0.52705,0.39784,0.90022,0.99904,1,0.995,0.90623,0.44989,0.27994,0.89472,0.0008516,0.0008516,0.0008516
31,96.996,0.51565,0.37689,0.90037,0.99905,1,0.995,0.88828,0.47785,0.28632,0.90782,0.000812,0.000812,0.000812
32,100.054,0.4959,0.38185,0.89609,0.99912,1,0.995,0.8796,0.47315,0.27618,0.90138,0.0007724,0.0007724,0.0007724
33,103.103,0.46913,0.48994,0.81019,0.99909,1,0.995,0.89509,0.46402,0.27371,0.90322,0.0007328,0.0007328,0.0007328
34,106.159,0.49004,0.36663,0.87785,0.999,1,0.995,0.89502,0.44781,0.27047,0.89494,0.0006932,0.0006932,0.0006932
35,109.202,0.48562,0.35606,0.90033,0.99901,1,0.995,0.86718,0.49262,0.27809,0.90917,0.0006536,0.0006536,0.0006536
36,112.278,0.49873,0.35684,0.8982,0.99896,1,0.995,0.88859,0.47637,0.28045,0.91133,0.000614,0.000614,0.000614
37,115.327,0.46671,0.3488,0.8807,0.99892,1,0.995,0.89332,0.48623,0.25776,0.90973,0.0005744,0.0005744,0.0005744
38,118.379,0.45174,0.35194,0.87055,0.99908,1,0.995,0.89913,0.47128,0.26777,0.90508,0.0005348,0.0005348,0.0005348
39,121.434,0.47946,0.33685,0.8787,0.99908,1,0.995,0.90509,0.46374,0.26205,0.89812,0.0004952,0.0004952,0.0004952
40,124.504,0.49713,0.34877,0.90313,0.99894,1,0.995,0.89319,0.47205,0.25608,0.9098,0.0004556,0.0004556,0.0004556
41,153.118,0.44157,0.33992,0.89716,0.99898,1,0.995,0.89235,0.49298,0.26277,0.92295,0.000416,0.000416,0.000416
42,156.26,0.40894,0.31444,0.86156,0.999,1,0.995,0.893,0.47,0.25293,0.90244,0.0003764,0.0003764,0.0003764
43,159.303,0.42016,0.3094,0.86777,0.99898,1,0.995,0.87639,0.5008,0.26056,0.91913,0.0003368,0.0003368,0.0003368
44,162.368,0.39629,0.30186,0.86734,0.99902,1,0.995,0.89034,0.48028,0.24869,0.91128,0.0002972,0.0002972,0.0002972
45,165.394,0.37616,0.29221,0.85189,0.99906,1,0.995,0.8878,0.47445,0.24491,0.91136,0.0002576,0.0002576,0.0002576
46,168.444,0.38608,0.28758,0.8621,0.99906,1,0.995,0.89637,0.46406,0.23069,0.90113,0.000218,0.000218,0.000218
47,171.451,0.40455,0.29252,0.86353,0.99905,1,0.995,0.88994,0.46238,0.22558,0.90045,0.0001784,0.0001784,0.0001784
48,174.501,0.39917,0.28343,0.85757,0.99904,1,0.995,0.90424,0.4654,0.23515,0.9033,0.0001388,0.0001388,0.0001388
49,177.542,0.35719,0.27864,0.84303,0.99906,1,0.995,0.90018,0.46258,0.23088,0.9015,9.92e-05,9.92e-05,9.92e-05
50,180.58,0.3697,0.27603,0.85784,0.99907,1,0.995,0.89872,0.45679,0.2273,0.90125,5.96e-05,5.96e-05,5.96e-05
